title,abstract,structured_text,Accuracy,Completeness
Continuous Vital Monitoring and Automated Alert Message Generation for Motorbike Riders,"We present an integrated sensor system for continuous monitoring of motorcyclists, which aims to benefit from the growing acceptance for wearable electronics, but goes beyond the most common life-style applications by trying to improve the user's safety. Our system features a textile front end (garment, e.g. shirt) with integrated ECG electrodes and respiration sensor as well as electronics for data acquisition, signal conditioning and onboard processing. ECG and respiration signals are processed not only to give the user feedback on his health status, but are further analyzed to detect fatigue and trigger a driver warning and thus avoid critical situations. In addition inertial sensors are used to detect accidents and trigger an emergency call, compliant to the eCall standard, if necessary. In case of an accidents health data can be online provided to first responders, before they reach the accident site. This paper includes a short description of the overall system, discusses methods to adapt the vital sign monitoring to our application and evaluates signal quality with of the acquired ECG signal.Our results indicate, that our system allows reliable heart rate measurements even on long motorbike rides.","{'operator type': ['driver'], 'data acquisition methods': ['ecg', 'respiration sensor', 'inertial sensors']}",6,4
Driver Drowsiness Detection in Facial Images,"Extracting effective features of fatigue in images and videos is an open problem. This paper introduces a face image descriptor that can be used for discriminating driver fatigue in static frames. In this method, first, each facial image in the sequence is represented by a pyramid whose levels are divided into non-overlapping blocks of the same size, and hybrid image descriptor are employed to extract features in all blocks. Then the obtained descriptor is filtered out using feature selection. Finally, non-linear SVM is applied to predict the drowsiness state of the subject in the image. The proposed method was tested on the public dataset NTH Drowsy Driver Detection (NTHUDDD). This dataset includes a wide range of human subjects of different genders, poses, and illuminations in real-life fatigue conditions. Experimental results show the effectiveness of the proposed method. These results show that the proposed hand-crafted feature compare favorably with several approaches based on the use of deep Convolutional Neural Nets.","{'operator type': ['driver'], 'data acquisition methods': ['facial images']}",9,7
Hardware Circuit Design of Driver Fatigue Detection Based on TMS320DM642,"In the paper, the fatigue detection algorithm in mass data processing is described,as well as to its processing speed and timely request, designed the real-time video processing system based on TMS320DM642 chip is designed. This system uses the CCD camera to take the image gathering installment, gathers the continual simulated signal carries on AID transformation through TVP5150 video decoder chip, then carries on operation processing to the digital image signal, mainly includes realization of algorithms about image pretreatment image division, feature extraction, recognition and so on. And the control loses by FPGA realizes the enhancement demonstration function real-time video processing system. This system has the characteristic of succinct structure, adjustment flexible, high reliability, timely strong, can satisfy the data real-time gathering, processing and the demonstration demand, provides a hardware platform for video processing algorithm in driver fatigue examine.","{'operator type': ['driver'], 'data acquisition methods': ['image processing']}",10,7
A Multi Level System Design for Vigilance Measurement based on Head Posture Estimation and Eyes Blinking,"Driving security is an important task for human society. The major challenge in the field of accident avoidance systems is the driver vigilance monitoring. The lack of vigilance can be noticed by various ways, such as, fatigue, drowsiness and distraction. Hence, the need of a reliable driver's vigilance decrease detection system which can alert drivers before a mishap happens. In this paper, we present a novel approach for vigilance estimation based on multilevel system by combining head movement analysis and eyes blinking. We have used Viola and Jones algorithm to analyse head movement and a classification system using wavelet networks for eyelid closure measuring. The contribution of our application is classifiying the vigilance state at multi level. This is different from the binary-class (awakening or hypovigilant state) existing in most popular systems","{'operator type': ['driver'], 'data acquisition methods': ['head movement', 'eye blinking']}",6,5
Neuro-network approach to the classification of psychological states of a control operator of a potentially dangerous object,"The study is devoted to the problem of ensuring the trouble-free functioning of potentially dangerous objects (PDO) by increasing the reliability of the human factor (HF). It is shown that this problem belongs to the category of priority and critical areas of scientific and technological development of the Russian Federation. It is emphasized that the task of effective management of the HF is complex, due to the specifics of the object of study - the operator of PDO management, which can be fully attributed to the category of complex systems. The relevance of using an adequate methodological apparatus for the analysis and reliable prediction of a possible change in the functional and psycho-emotional state (FPS) of the operator is substantiated. The advantages and disadvantages of the classical systemic and functional approaches are considered. The main advantages and prospects of using a neural network approach to solving the problems of monitoring FPS and predicting its possible change are analyzed.Areas of the most appropriate use of artificial neural networks have been identified. These include: processing the source audio and video data of the visible and infrared optical spectra; complex processing of a set of dynamic bio-parameters recorded by various remote non-contact technologies; classification of the current FPC and the forecast of its possible change taking into account the effect of fatigue accumulation. The heterogeneity of the recorded bio-parameters and other external factors that determine the current FPS of the operators is highlighted as one of the important problems that limit the ability to implement the neural network approach in practice.It is shown that the use of the uniform format for the representation of heterogeneous data considered in the work makes it possible to take into account bio-parameters that objectively characterize the state of the basic systems of the body, as well as parameters responsible for the conditions of professional activity and the psychological climate in the team. The main advantages of using this form of presentation are: increasing the reliability of estimates and forecasts of possible changes in the FPS of operators and the possibility of using the developed neural network methodological and technical tools. It is concluded that the neural network approach is promising for the creation of intelligent monitoring and forecasting systems for possible changes in the FPS of PDO control operators in order to ensure their reliable trouble-free operation.","{'operator type': ['operator'], 'data acquisition methods': ['audio', 'video', 'bio-parameters']}",7,6
Research on Railway Dispatcher Fatigue Detection Method Based on Deep Learning with Multi-Feature Fusion,"Traffic command and scheduling are the core monitoring aspects of railway transportation. Detecting the fatigued state of dispatchers is, therefore, of great significance to ensure the safety of railway operations. In this paper, we present a multi-feature fatigue detection method based on key points of the human face and body posture. Considering unfavorable factors such as facial occlusion and angle changes that have limited single-feature fatigue state detection methods, we developed our model based on the fusion of body postures and facial features for better accuracy. Using facial key points and eye features, we calculate the percentage of eye closure that accounts for more than 80% of the time duration, as well as blinking and yawning frequency, and we analyze fatigue behaviors, such as yawning, a bowed head (that could indicate sleep state), and lying down on a table, using a behavior recognition algorithm. We fuse five facial features and behavioral postures to comprehensively determine the fatigue state of dispatchers. The results show that on the 300 W dataset, as well as a hand-crafted dataset, the inference time of the improved facial key point detection algorithm based on the retina-face model was 100 ms and that the normalized average error (NME) was 3.58. On our own dataset, the classification accuracy based the an Bi-LSTM-SVM adaptive enhancement algorithm model reached 97%. Video data of volunteers who carried out scheduling operations in the simulation laboratory were used for our experiments, and our multi-feature fusion fatigue detection algorithm showed an accuracy rate of 96.30% and a recall rate of 96.30% in fatigue classification, both of which were higher than those of existing single-feature detection methods. Our multi-feature fatigue detection method offers a potential solution for fatigue level classification in vital areas of the industry, such as in railway transportation.","{'operator type': ['dispatcher'], 'data acquisition methods': ['facial key points', 'body posture', 'eye features', 'blinking', 'yawning', 'eye closure percentage', 'behavioral analysis']}",9,9
Driving Fatigue Effects on Cross-Frequency Phase Synchrony Embedding in Multilayer Brain Network,"Driver fatigue has been intensively investigated for recent decades; nevertheless, the underlying neural mechanism remains unclear. This study explored the cross-frequency coupling (CFC) between slow and fast oscillations in a multilayer brain network description of the functional brain network. Specifically, we compared the topological characteristics of the CFC-embedded multilayer brain networks in the vigilant and fatigue states. From the 24-channel electroencephalogram (EEG) recorded on 20 subjects, we found that the CFC of the fatigue state was elevated, especially in the beta-gamma coupling and in the frontal pole, frontal, and parietal regions. Results also revealed profound differences in the topology of the multilayer brain network between the vigilant and fatigue states, particularly the significant increases in the global and local efficiencies of the multilayer network in the fatigue state that were closely related to the behavioral performance, i.e., the reaction time. What is more, a graph neural network (GNN) was developed for imitating the features of the within-frequency subnetworks diffused through the CFC to detect fatigue with a satisfactory classification accuracy (96.23%). The proposed approach could enhance our understanding about neural coordination across frequencies in driver fatigue and would facilitate fatigue-related studies for a better understanding about the underlying mechanism and ultimately a traffic accident reduction.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",10,10
On the design of a human-robot interaction strategy for commercial vehicle driving based on human cognitive parameters,"A proper design of human-robot interaction strategies based on human cognitive factors can help to compensate human limitations for safety purposes. This work is focused on the development of a human-robot interaction system for commercial vehicle (Renault Twizy) driving, that uses driver cognitive parameters to improve driver's safety during day and night tasks. To achieve this, eye blink behavior measurements are detected using a convolutional neural network, which is capable of operating under variable illumination conditions using an infrared camera. Percentage of eye closure measure values along with blink frequency are used to infer diver's sleepiness level. The use of such algorithm is validated with experimental tests for subjects under different sleep-quality conditions. Additional cognitive parameters are also analyzed for the human-robot interaction system such as driver sleep quality, distraction level, stress level, and the effects related to not wearing glasses. Based on such driver cognitive state parameters, a human-robot interaction strategy is proposed to limit the speed of a Renault Twizy vehicle by intervening its acceleration and braking system. The proposed human-robot interaction strategy can increase safety during driving tasks for both users and pedestrians.","{'operator type': ['driver'], 'data acquisition methods': ['eye tracking']}",8,6
Physiological parameters variation during driving simulations,"This paper deals with the methodology of using biorobotics principles for creating a new intelligent system, to improve safety in an automobile transportation. Many projects in European Union programs are devoted to the increase of safety in automotive, in order to reduce deaths and accidents down to 50% in the next few years. The project here presented, named PSYCAR (feasibility analysis on a car control system by psychic-physical parameters), aims at a new driving system, where the steering wheel is inserted in an architecture of intelligent sensors, able to monitor the psychophysical state of the driver, in order to avoid accidents due to sleep attacks and microsleeps. All the indications will come from the steering wheel, where the hands and the finger actuate a great part of the car control. Main goal of the research is to define the light parameters for driver's psycho-physical status monitoring during simulated tests. The heart of this paper is the application of multivariate statistics methods for evaluating the correlations between the physiological parameters acquired (EEG, galvanic skin response or resistance, peripheral temperature and heart rate variability).","{'operator type': ['driver'], 'data acquisition methods': ['eeg', 'galvanic skin response', 'peripheral temperature', 'heart rate variability']}",6,5
Driver's Fatigue Prediction by Deep Covariance Learning from EEG,"We present here deep covariance learning models for predicting drivers' drowsy and alert states from Electroencephalography (EEG). Three types of deep covariance learning models are proposed: SPDNet, CNN, and DNN on covariance matrices. Our test results show that all the deep covariance learning methods reported better performance than shallow learning methods including Riemannian methods and STCNN, a previously proposed CNN model for EEG classification. Among the deep covariance learning methods, the best classification performance is obtained by a CNN model applied on sample spatial EEG covariance matrices and it improved the AUC of the best shallow algorithm (logistic regression + Log-Euclidean Metric) by 12.32% from 70.96% to 86.14%. Our study showed that deep covariance learning is a very promising approach for drivers' fatigue prediction.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",9,9
Real Time Driver Alertness System Based on Eye Aspect Ratio and Head Pose Estimation,"Drowsy driving is one of the main causes of traffic accidents that leads to the loss of men and material. There are two methods to detect the alertness of the driver: first method focuses on the driver's performance and second method focuses on the driver's state. Furthermore, methods focusing on driver's state are of two types groups: methods using brain signals and methods using image processing. This paper presents a real-time image processing system to detect the alertness of a driver based on the estimation of eye-aspect ratio (EAR) and the head-pose (HP) estimation. A camera is used to obtain the data of the driver and computer vision based methods are used to detect driver's state. The video segments captured by the camera are analyzed using image processing techniques. The EAR and the HP are continuously estimated to detect the alertness of a vehicle driver. The proposed scheme will have benefits in minimizing the accidents by alerting the driving about his current state.","{'operator type': ['driver'], 'data acquisition methods': ['eye aspect ratio', 'head pose estimation']}",8,6
