title,abstract,correlations
Hazard perception in novice and experienced drivers: The effects of sleepiness,"One driver skill that has been found to correlate with crash risk is hazard perception ability. The purpose of this study was to investigate how hazard perception latencies change between high and low sleepiness for a high risk group (novice drivers) and a lower risk group (experienced drivers). Thirty-two novice drivers (aged 17-24 years) and 30 experienced drivers (aged 28-36) completed a validated video-based hazard perception test, in which participants were asked to anticipate genuine traffic conflicts in footage filmed from the driver's perspective, with separate groups tested at either 10 a.m. (lower sleepiness) or at 3 a.m. (higher sleepiness). We found a significant interaction between sleepiness and experience, indicating that the hazard perception skills of the more experienced drivers were relatively unaffected by mild increases in sleepiness while the inexperienced drivers were significantly slowed. The findings suggest that the disproportionate sleepiness-related accident involvement of young, inexperienced drivers could be partly due to a slowing of their ability to anticipate traffic hazards. (C) 2009 Elsevier Ltd. All rights reserved.",0
Efficacy and safety evaluation of once-daily OROS hydromorphone in patients with chronic low back pain: a pilot open-label study (DO-127),"Objective: To evaluate the safety, tolerability, and efficacy of once-daily osmotic controlled-release oral delivery system (OROS) hydromorphone in patients with chronic low back pain of mode rate-to-severe intensity.Research design and methods: This was a 6-week, multicenter, nonrandomized, noncomparative, open-label, repeat-dose study of chronic (>= 6 weeks) low back pain. The study comprised three periods: prior opioid stabilization (2-7 days); OROS hydromorphone conversion, titration, and stabilization (3-14 days); and OROS hydromorphone maintenance (28 days). Patients were evaluated weekly. Baseline pain assessment was performed at the end of prior opioid stabilization. For pain relief rating, endpoint was defined as the mean pain relief score from the last 2 nonmissing days before study termination. For other assessments, endpoint was defined as the last post-baseline evaluation.Results: Of the 207 patients who received the study drug, 131 completed the trial. Scores (mean SD) for Brief Pain Inventory 'worst pain in the last 24 hours' decreased significantly from baseline to endpoint (-0.8 +/- 2.06, p < 0.0001). The proportions of patients and investigators rating the global effectiveness as good, very good, or excellent increased from 31.6% at baseline while patients were on prior opioids to 63.2% at endpoint while patients received OROS hydromorphone, and from 29.8% at baseline while patients were on prior opioids to 65.8% at endpoint while patients received OROS hydromorphone, respectively. Daily pain relief ratings also increased significantly (+0.26 +/- 1.084, p = 0.0008). Significant improvements in health-related quality of life and sleep problems were observed. Adverse events were mild to moderate in severity; the most common of these were constipation, nausea, headache, and somnolence. The limitations of this study include its pilot-type design and the lack of comparison of OROS hydromorphone with a placebo or another drug. Additional comparative and longer-term studies are needed to confirm these findings.Conclusions: OROS hydromorphone may be an effective treatment for chronic low back pain of moderate-to-severe intensity. Adverse events were typical of those associated with opioid therapy.",0
Measuring glare induced visual fatigue by fixation disparity variation,"OBJECTIVE: To introduce fixation disparity variance as an objective measure of visual discomfort. A higher variance in fixation disparity is indicative of more visual fatigue. This observation is based on the results from a study where we investigated how fixation disparity was affected by glare on a VDU. Participants. In total 16 subjects with normal vision participated in this study.METHOD: In a balanced repeated-measurement experiment, all subjects performed equal near-vision tasks. In addition to the condition of no glare three controlled conditions of glare were used: direct light, indirect light, and desk luminary. After each condition, the fixation disparity was measured 15 times using a computerized fixation disparity test.RESULTS: The results showed that the average (mean) disparity was found to increase towards esophoric (crossed) with the adversity of the lighting conditions, but the differences were not significant. However, when analyzing the variation (standard deviation) within the 15 measurements and comparing these between conditions, we found that the direct light condition resulted in significantly higher variation compared to lighting condition of no glare and desk luminary lighting.CONCLUSION: Based on these findings, we argue that fixation disparity variance may be a useful objective measure of visual fatigue.",0
Low-Power Hardware-Friendly Fatigued Driving Detection Based on Feature Fusion and Time Series Classification,"The grim reality of fatigued driving-caused traffic accidents indicates the urgent need to establish a robust fatigued driving detection method to prevent drivers from falling asleep while driving. Previous studies on this topic have little consideration on the sequence-level characteristics of driver's behaviors, furthermore, many of them only focus on one type of feature, which limits the accuracy and flexibility. Besides, most existing computer vision-based studies perform experiments on high-performance hardware like GPUs, which can not demonstrate their performance in the reality, as it is impractical to equip such high-end computing hardware in vehicles. This paper proposes a novel low-power hardware-friendly fatigued driving detection method based on multi-feature fusion and time series classification. The system utilizes a camera installed on the vehicle for driver monitoring. Continuous frames of a specific duration are a detection sequence. Multiple physical features including head orientation, face landmark coordinates, EFV (Eye Feature Vector), and MFV (Mouth Feature Vector) are extracted from each frame. A neural network optimized for low-power hardware is used to classify the multivariate time series samples denoting the driver's state into two classes: fatigued or alert. Sequence-level analysis reduces the false positive rate by avoiding being affected by accidental symptoms. Multi-feature enhances the capability to give the right detection results in complex and changeable driving scenarios. The proposed method is comprehensively evaluated on an ARM platform-based device simulating the low-power in-vehicle hardware environment. Experiments show our models surpass existing studies by up to 11.49% on accuracy and achieve up to 1.41x speedup, proving the significant advantages of the proposed method.",1
Multimodal Detection of Drivers Drowsiness and Distraction,"Considering the ever-growing presence of automobiles around the world, ensuring the safety of those on and near roadways is of great importance. From the causes of accidents, drowsiness and distractedness are among the most consequential. In this paper, we use a multimodal dataset consisting of 11 recorded channels over 45 subjects to model driver's drowsiness and distraction. Our work puts forward the application of this dataset by using segmented windows as features, resulting in four main contributions. We explore the performance of each individual modality and specify which signals and features have a better capability of detecting drowsiness and different kinds of distractions. In addition, we analyze the effects of early fusion on the classification of the driver's state using multiple physiological and thermal channels. Finally, we use cascaded late fusion and test three voting strategies to evaluate the performance of our proposed approach. Our results confirm the effectiveness of utilizing a multimodal approach in detecting both drowsiness and distraction as two separate factors influencing the driver and provide guidelines on which signals are appropriate for detecting different driver's states.",1
Reconsidering screening thresholds in health assessments for obstructive sleep apnea using operational and safety incident data,"The rail industry in Australia screens workers for probable obstructive sleep apnea (OSA) due to known safety risks. However, existing criteria to trigger screening only identify a small proportion of workers with OSA. The current study sought to examine the relationship between OSA risk and rail incidents in real-world data from Australian train drivers, and conducted a proof of concept analysis to determine whether more conservative screening criteria are justified. Health assessment (2016-2018) and subsequent rail incident data (2016-2020) were collected from two passenger rail service providers. Predictors included OSA status (confirmed no OSA with a sleep study, controlled OSA, unknown OSA [no recorded sleep assessment data] and confirmed OSA with no indication of treatment); OSA risk according to the current Standard, and OSA risk according to more conservative clinical markers (BMI threshold and cardiometabolic burden). Coded rail safety incidents involving the train driver were included. Data were analysed using zero-inflated negative binomial models to account for over-dispersion with high 0 counts, and rail safety incidents are reported using Incidence Risk Ratios (IRRs). A total of 751 train drivers, typically middle-aged, overweight to obese and mostly men, were included in analyses. There were 43 (5.7%) drivers with confirmed OSA, 62 (8.2%) with controlled OSA, 13 (1.7%) with confirmed no OSA and 633 (84.4%) drivers with unknown OSA. Of the 633 train drivers with unknown OSA status, 21 (3.3%) met 'at risk' criteria for OSA according to the Standard, and incidents were 61% greater (IRR: 1.61, 95% Confidence Interval (CI) 1.02-2.56) in the years following their health assessment compared to drivers who did not meet 'at risk' criteria. A more conservative OSA risk status using lower BMI threshold and cardiometabolic burden identified an additional 30 'at risk' train drivers who had 46% greater incidents compared to drivers who did not meet risk criteria (IRR (95% CI) 1.46 (1.00-2.13)). Our more conservative OSA risk criteria identified more workers, with greater prospective incidents. These findings suggest that existing validated tools could be considered in future iterations of the Standard in order to more sensitively screen for OSA.",1
Analysis of brain and muscle activity during low-level tooth clenching - a feasibility study with a novel biting device,"In electromyographic (EMG) and functional magnetic resonance imaging (fMRI) studies, muscle and brain activity was compared during low levels of tooth clenching using a novel biting device to control bite force. A total of 21 healthy subjects performed motor tasks, comprising tooth clenching at 5, 10 and 20N. During all measurements, subjects kept the novel bite device between the anterior teeth during tooth clenching. The EMG study (n=15) characterised jaw muscle activity for the three motor tasks and demonstrated significant differences in root mean square (RMS) EMG amplitude between 5-, 10- and 20-N tooth clenching (F=46.21, P<0.001). There were no differences in variability of muscle activity between the three tooth-clenching levels. In an fMRI pilot study (n=6), statistical comparisons were used to identify brain regions with significant activation in the subtraction of baseline from 5- or 20-N tooth-clenching activity. 5- and 20-N tooth clenching significantly and bilaterally activated the sensorimotor cortex, supplementary motor area, cerebellum and basal ganglia (P<0.05, corrected for multiple comparisons). However, activation of each brain region did not differ significantly between two tooth-clenching tasks. Based on these preliminary findings, we propose that the novel biting device may be useful in further fMRI studies on controlled jaw muscle activation patterns in different craniofacial pain conditions. In addition, our fMRI result suggests that there are no significant differences in brain activity within low levels of tooth clenching with controlled force.",0
OPTIMISATION OF CONDUCTOR SYSTEM DESIGN TO MINIMISE WELLHEAD FATIGUE ISSUES,"Current market trends in the construction of newbuild drilling rigs indicate that the market is driven by demand for ultra-deepwater capacity semi-submersible rigs and drillships. These drilling vessels have capacity to drill in water depths of up to 12,000ft and possibly beyond in the near future. With increase in water depth capacity, more complex and heavier BOP stacks are required. Many modem drilling vessels are now incorporating BOPs with capacities of 20ksi pressure and up to 7 shear/seal rams incorporated. This leads to increased height and weight in the BOP. Whilst newbuild drilling vessels will be required to operate in water depths from 1,500ft to 12,000ft whilst on DP mode, deepwater semi-submersible drilling rigs will also have capability for operation in water depths <1,500ft using conventional mooring. Recent experience with modem deepwater rigs with large BOP stacks in water depth of 1,500ft or less suggests increased risk of fatigue when compared to 3rd generation rigs. If future trends continue with larger BOP stacks being designed then the problem of wellhead fatigue with modem deepwater drilling vessels is likely to become more acute.As noted in previous studies the water depth at drillsite has a major impact on the level of fatigue accumulated in the wellhead system. The main driver for this has been found to be the height and weight of the BOP. With requirements for newbuild drilling rigs for 12,000ft water depth capacity being the industry norm, and with increased requirements for BOP functionality, the gap between wellhead loading from 3rd generation and 6th generation rigs is widening. Given that many 3rd generation rigs will likely be decommissioned in the coming years then the usage of 6th generation rigs for shallow water operations will only become more commonplace due to rig availability. Thus, unless market conditions dictate the construction of smaller and lighter BOP stacks, the design of shallow water wells will be critical to ensure fatigue loading on the wellhead and conductor is kept to a minimum.This paper presents a summary of the results of a series of parameter studies carried out to assess a range of options for optimisation of casing and conductor design for 6th generation rigs in shallow water. Various recommendations are made as part of this study as to the addition of supplemental casing and conductor strings of varying sizes and wall thickness to ensure a robust conductor system design for fatigue performance.",0
Primary Prevention of Weight Gain Among New Bus Operators Results of the Success & Health Impacts For Transit operators during Onboarding (SHIFT Onboard) Pilot Study,"ObjectiveThis study aimed to test the feasibility and efficacy of an enhanced onboarding intervention to prevent weight gain and support the early job success of new bus operators.MethodsControl participants (n = 9) completed usual practice new employee training and onboarding. Intervention participants (n = 14) completed five supplemental trainings and four online challenges during their first year. Primary outcomes were body weight, dietary behaviors, physical activity, and sleep duration/quality. Early job success was evaluated with measures of newcomer adjustment.ResultsThe difference between intervention and control participants in body weight change at 12-month was -6.71 lb (Cohen's d = -1.35). Differences in health behavior changes were mixed, but newcomer adjustment changes favored the intervention group.ConclusionsResults support the feasibility of enhanced onboarding for bus operators to prevent worsening health while simultaneously advancing their success as new employees.",0
Evolution of Phase Composition and Durometric Characteristics in the Refractory Titanium Ti-6.4Al-3.5Zr-2.6Sn-1Nb-0.6Mo-2Si Alloy under Aging,"The evolution of phase composition and hardness in the refractory titanium VT18U alloy (Ti-6.4Al-3.5Zr-2.6Sn-1Nb-0.6Mo-0.2Si) during aging for 1 h within a temperature range of 550-700 degrees C has been studied by optical, scanning, and transmission electron microscopy; full-profile X-ray diffraction analysis; and durometry. An explanation is given to some specific features of changes in the crystal lattice constants (unit cell parameters) (beta, alpha', alpha(II), alpha(I) , and alpha(2)) calculated by means of full-profile analysis for the phases formed under high-temperature treatment at 915 degrees C and further aging in alloy VT18U. It has been shown that a maximum hardness at 650 degrees C in aged alloy VT18U is correlated with a maximum amount of alpha(2)-precipitates, which are formed at this temperature and detected by means of full-profile analysis. For an pilot VT18U-based alloy with an increased content of zirconium (7 wt %) and tin (4 wt %), some morphological features in the precipitation of alpha(II) and alpha(2)-phases have been established alongside with regularities of transformations due to doping with aluminum, zirconium, and tin in the phases (beta, alpha(II), alpha(I), alpha(2)) formed during aging at 700 degrees C for 100 h.",0
Recognition of the fatigue status of pilots using BF-PSO optimized multi-class GP classification with sEMG signals,"Air crashes caused by human factors pose a problem. Many researchers have focused on aviation human factors and found that pilots' fatigue status is the key factor. In this study, a hybrid multi-class Gaussian process model is proposed to identify the fatigue status of pilots by analyzing the surface electromyogram signals on the back of their neck and upper arm muscles. Instead of using the traditional conjugate gradient technique to determine the optimal parameters, a hybrid bacterial foraging and particle swarm method is proposed to optimize the unknown parameters to improve the classification accuracy of the multi-class Gaussian process. In the proposed method, the entropy-based features are extracted by wavelet translation from the collected signals to estimate the fatigue status of pilots. Experiments are performed through flight simulation in a full-flight simulator to provide three situations for the fatigue level of the subjects. Comparison of experimental results validates the feasibility of the proposed method to identify the fatigue status of pilots and the further enhancements by the proposed classification system in terms of classification accuracy. Results also show that the developed method helps prevent air crashes caused by pilots' fatigue.",1
Parent-administered pediatric Tuina for attention deficit/hyperactivity disorder symptoms in preschool children: A pilot randomized controlled trial embedded with a process evaluation,"Background: Beneficial effects of parent-administered pediatric tuina on ADHD in children have been reported in previous studies, but no rigorously designed randomized controlled trials (RCTs) have been conducted on it. Objective: To assess the feasibility and preliminary effects of parent-administered pediatric tuina for ADHD symptoms in preschoolers. Methods: This project was a two-arm, parallel, open-label, pilot RCT. Sixty-four participants were randomized into two groups at a 1:1 ratio. Parents in the parent-administered tuina group (n = 32) attended an online training program on pediatric tuina for ADHD and conduct this intervention on their children at home. Parents in the parent-child interaction group (n = 32) attended an online training about progressive muscle relaxation exercise and carried out parent-child interactive physical activities with their children at home. Both interventions were carried out every other day during a two-month intervention period, with each manipulation for at least 20 min. Feasibility outcomes included recruitment rate, consent rate, participants' adherence, retention rate, and adverse event. Outcomes were assessed at baseline, week 4, and week 8. The primary outcome measure was the Swanson, Nolan, and Pelham parent scale (SNAP); the secondary outcomes included preschool anxiety scale, children's sleep habits questionnaire, and parental stress scale. A mixed-method process evaluation embedded within the outcome evaluation was performed. Results: The recruitment rate was 12.8 per month. The consent rate was 98.5%. Good adherence was shown from the parent logbook. Four participants withdraw from the study. No severe adverse event was reported. For the SNAP total score, both groups showed improvement with moderate within-group effect size (Cohen's d > 0.5, all p < 0.001) and the between-group effect size was minimal (d(ppc2)< 0.2, p > 0.05). Perceived improvements on children's appetite and sleep quality, and parent-child relationship was observed from the qualitative data. Conclusions: The study design and the parent-administered pediatric tuina intervention were feasible. Parent administered pediatric tuina provided beneficial effects on improving core hyperactivity/impulsivity symptoms in preschool children. Parents perceived improvements on children's appetite and sleep quality. Further large-scale are warranted.",0
Driver Fatigue Detection : A Survey,"Driver fatigue is among the most common causes for serious road accidents around the world. This is particularly evident in the transportation industry, where a driver of a heavy vehicle is often exposed to hours of monotonous driving which can result in fatigue without frequent rest periods. Due to the frequent occurrence of driver fatigue related accidents, this has become an area of great socio-economic concern. Detecting driver fatigue has been a research topic for many years, with many approaches being studied thus far. This paper provides an overview of the current existing methods and approaches for detecting driver fatigue.",1
"Transcutaneous auricular vagus nerve stimulation reduces pain and fatigue in patients with systemic lupus erythematosus: a randomised, double-blind, sham-controlled pilot trial","Objectives Musculoskeletal pain and fatigue are common features in systemic lupus erythematosus (SLE). The cholinergic anti-inflammatory pathway is a physiological mechanism diminishing inflammation, engaged by stimulating the vagus nerve. We evaluated the effects of non-invasive vagus nerve stimulation in patients with SLE and with musculoskeletal pain.Methods 18 patients with SLE and with musculoskeletal pain >= 4 on a 10 cm Visual Analogue Scale were randomised (2:1) in this double-blind study to receive transcutaneous auricular vagus nerve stimulation (taVNS) or sham stimulation (SS) for 4 consecutive days. Evaluations at baseline, day 5 and day 12 included patient assessments of pain, disease activity (PtGA) and fatigue. Tender and swollen joint counts and the Physician Global Assessment (PGA) were completed by a physician blinded to the patient's therapy. Potential biomarkers were evaluated.Results taVNS and SS were well tolerated. Subjects receiving taVNS had a significant decrease in pain and fatigue compared with SS and were more likely (OR=25, p=0.02) to experience a clinically significant reduction in pain. PtGA, joint counts and PGA also improved. Pain reduction and improvement of fatigue correlated with the cumulative current received. In general, responses were maintained through day 12. Plasma levels of substance P were significantly reduced at day 5 compared with baseline following taVNS but other neuropeptides, serum and whole blood-stimulated inflammatory mediators, and kynurenine metabolites showed no significant change at days 5 or 12 compared with baseline.Conclusion taVNS resulted in significantly reduced pain, fatigue and joint scores in SLE. Additional studies evaluating this intervention and its mechanisms are warranted.",0
"A Pilot Randomized Controlled Trial of an Intervention to Promote Psychological Well-Being in Critically Ill Children: Soothing Through Touch, Reading, and Music","Objectives: To examine the feasibility and acceptability of a PICU Soothing intervention using touch, reading, and music.Design: Nonblinded, pilot randomized controlled trial.Setting: The PICU and medical-surgical wards of one Canadian pediatric hospital.Patients: Twenty PICU patients age 2-14 years old and their parents, randomized to an intervention group (n = 10) or control group (n = 10).Intervention: PICU Soothing consisted of: 1) parental comforting (touch and reading), followed by 2) a quiet period with music via soft headbands, administered once daily throughout hospitalization.Measurements and Main Results: Acceptability and feasibility of the intervention and methods were assessed via participation rates, observation, measurement completion rates, semistructured interviews, and telephone calls. Psychological well-being was assessed using measures of distress, sleep, and child and parent anxiety in the PICU, on the wards and 3 months post discharge. Forty-four percent of parents agreed to participate. Seventy percent and 100% of intervention group parents responded positively to comforting and music, respectively. Most intervention group parents (70%) and all nurses felt children responded positively. All nurses found the intervention acceptable and feasible. Measurement completion rates ranged from 70% to 100%. Pilot data suggested lower intervention group child and parent anxiety after transfer to hospital wards.Conclusions: PICU Soothing is acceptable and feasible to conduct. Results support the implementation of a full-scale randomized controlled trial to evaluate intervention effectiveness.",0
Malaria incidence and entomological findings in an area targeted for a cluster-randomized controlled trial to prevent malaria in Ethiopia: results from a pilot study,"Background: This study was part of the work to prepare for a cluster-randomized controlled trial to evaluate the effect of combining indoor residual spraying and long-lasting insecticidal nets on malaria incidence. A pilot study was done to estimate the variations of malaria incidence among villages, combined with entomological collections and an assessment of susceptibility to insecticides in malaria vectors.Methods: A cohort of 5309 residents from four kebeles (the lowest government administrative unit) in 996 households was followed from August to December 2013 in south-central Ethiopia. Blood samples were collected by a finger prick for a microscopic examination of malaria infections. A multilevel mixed effect model was applied to measure the predictors of malaria episode. Adult mosquitoes were collected using light traps set indoors close to a sleeping person, pyrethrum spray sheet catches and artificial outdoor pit shelters. Enzyme-linked immunosorbent assays were used to detect the sources of mosquito blood meals, while mosquito longevity was estimated based on parity. The World Health Organization's tube bioassay test was used to assess the insecticide susceptibility status of malaria vectors to pyrethroids and carbamates.Results: The average incidence of malaria episode was 4.6 per 10,000 person weeks of observation. The age group from 5 to 14 years (IRR = 2.7; 95 % CI 1.1-6.6) and kebeles near a lake or river (IRR = 14.2, 95 % CI 3.1-64) were significantly associated with malaria episode. Only 271 (27.3 %) of the households owned insecticide-treated nets. Of 232 adult Anopheles mosquitoes collected, Anopheles arabiensis (71.1 %) was the predominant species. The average longevity of An. arabiensis was 14 days (range: 7-25 human blood index days). The overall human blood index (0.69) for An. arabiensis was higher than the bovine blood index (0.38). Statistically significant differences in Anopheline mosquitoes abundance were observed between the kebeles (P = 0.001). Anopheles arabiensis was susceptible to propoxur, but resistant to pyrethroids. However, An. pharoensis was susceptible to all pyrethroids and carbamates tested.Conclusions: This study showed a high variation in malaria incidence and Anopheles between kebeles. The observed susceptibility of the malaria vectors to propoxur warrants using this insecticide for indoor residual spraying, and the results from this study will be used as a baseline for the trial.",0
Feasibility and efficacy of home-based neurofunctional exercise vs. resistance exercise programs for ambulatory disability of multiple sclerosis patients with cognitive impairment,"Background: Ambulatory disability and cognitive impairment are common and co-occuring manifestations of multiple sclerosis (MS). Neurofunctional training is a specific intervention performed in realistic environments that may have beneficial effects on ambulatory disability in persons with MS who have cognitive impairment. This pilot sudy investigated the feasibility and efficacy of an eight-week home-based neurofunctional training (HBNFT) program vs. home-based resistance training (HBRT) on ambulatory performance in MS patients with cognitive impairment.Methods: Thirty males/females with MS (age 18-50 years, Expanded Disability Status Scale (EDSS) score <= 6, and processing speed score <= 41.5 as a marker of cognitive impairment) were randomly assigned into HBNFT and HBRT groups. After one week (three sessions) of center-based, supervised training for learning the programs and maximizing safety, the participants completed eight weeks (three sessions per week) of the home-based training programs. The programs were supported through videos, brochures and Digital Video Discs (DVDs) provided during clinic visits (weeks 1 and 5). Ambulatory performance (tandem stance test; tandem walk test; timed up-and-go (TUG); six-minute walk test (6MWT), 10- meter walking test (10MWT); timed 25 foot walk test (T25FWT); five times sit to stand test (5TSTS); six spot step test (SSST); and hand grip) was measured before and after the exercise programs. Feasibility and acceptability of exercise programs was assessed after the eight-week period.Results: HBNFT significantly improved tandem walk test (P = 0.018), SSST (P = 0.026), and 6MWT (P = 0.037) compared with HBRT. No significant changes or differences were observed in other outcomes (P > 0.05). HBNFT was well tolerated and resulted in no adverse events, whereas there were reports of pain, muscle cramps, and extreme fatigue among HBRT participant.Conclusion: The current pilot study provided initial support for HBNFT as a safe and feasible approach for improving some aspects of ambulation in persons with MS who have cognitive impairment. Such a pilot study provides initial proof-of-concept data for the design and implementation of an appropriately-powered randomized controlled trial (RCT) of neuro-functional training vs. traditional resistance exercise in a larger sample of persons with MS who present with co-occurring impairments in mobility and cognition.",0
"Velopharyngeal incompetence in patients with cleft palate, flexible video pharyngoscopy and perceptual speech assessment: a correlational pilot study","Objectives: To assess the role of video endoscopy in evaluating velopharyngeal incompetence and investigate a possible relationship between velopharyngeal incompetence type and speech defect in cleft palate patients.Methods: A prospective study of 28 pre- or post-operative cleft palate patients with speech defects who attended Plastic Surgery-Cleft Palate and ENT out-patient clinics was performed. The velar defect type was determined using a flexible endoscope and findings were video recorded. Speech pathology was assessed using the cleft palate audit protocol for speech.Results: A significant, clinically relevant relationship was noted between the perceived characteristics of hypernasality and velopharyngeal insufficiency type. Hypernasal speech was a definite clinical indicator of velopharyngeal incompetence, and the type 1 velopharyngeal defect was most common. Type 1 velopharyngeal coronal-type dysfunction was strongly associated with hypernasality (p < 0.05). When speech substitution was noted, type 2 velopharyngeal (or sagittal) incompetence could be predicted (p < 0.05).Conclusion: In the management of cleft palate patients, it is important that surgical correction of the defect and achieving velopharyngeal competency for speech are performed simultaneously. Pre-operative velopharyngeal endoscopy with speech assessment will define the anatomical and functional bases for velopharyngeal correction and assist in planning and tailoring the pharyngeal flap.",0
Evaluation of a smart algorithm for commercial vehicle driver drowsiness detection,Drowsiness is a safety hazard in commercial vehicle driving. The conditions to which truck drivers are exposed put them at higher risk as compared to passenger car drivers. Unobtrusive drowsiness detection methods can avoid catastrophic crashes by warning or assisting the drivers. This paper describes an experimental analysis of commercially licensed drivers who were subjected to drowsiness conditions in a truck driving simulator and evaluates the performance of a neural network based algorithm which monitors only the drivers' steering input Correlations are found between the change in steering and the state of drowsiness. The results show steering signals differences can be used effectively for detection.,1
EEG-Based Index for Timely Detecting User's Drowsiness Occurrence in Automotive Applications,"Human errors are widely considered among the major causes of road accidents. Furthermore, it is estimated that more than 90% of vehicle crashes causing fatal and permanent injuries are directly related to mental tiredness, fatigue, and drowsiness of the drivers. In particular, driving drowsiness is recognized as a crucial aspect in the context of road safety, since drowsy drivers can suddenly lose control of the car. Moreover, the driving drowsiness episodes mostly appear suddenly without any prior behavioral evidence. The present study aimed at characterizing the onset of drowsiness in car drivers by means of a multimodal neurophysiological approach to develop a synthetic electroencephalographic (EEG)-based index, able to detect drowsy events. The study involved 19 participants in a simulated scenario structured in a sequence of driving tasks under different situations and traffic conditions. The experimental conditions were designed to induce prominent mental drowsiness in the final part. The EEG-based index, so-called MDrow index, was developed and validated to detect the driving drowsiness of the participants. The MDrow index was derived from the Global Field Power calculated in the Alpha EEG frequency band over the parietal brain sites. The results demonstrated the reliability of the proposed MDrow index in detecting the driving drowsiness experienced by the participants, resulting also more sensitive and timely sensible with respect to more conventional autonomic parameters, such as the EyeBlinks Rate and the Heart Rate Variability, and to subjective measurements (self-reports).",1
Effect of Pilates Training on People With Fibromyalgia Syndrome: A Pilot Study,"Altan L, Korkmaz N, Bingol U, Gunay B. Effect of Pilates training on people with fibromyalgia syndrome: a pilot study. Arch Phys Med Rehabil 2009;90:1983-8.Objective: To investigate the effects of Pilates on pain, functional status, and quality of life in fibromyalgia, which is known to be a chronic musculoskeletal disorder.Design: Randomized, prospective, controlled, and single-blind trial.Setting: Physical medicine and rehabilitation department.Participants: Women (N=50) who had a diagnosis of fibromyalgia syndrome (FMS) according to the American College of Rheumatology criteria.Intervention: The participants were randomly assigned into 2 groups. In group 1, a Pilates exercise program of I hour was given by a certified trainer to 25 participants 3 times a week for 12 weeks. In group 2, which was designed as the control group, 25 participants were given a home exercise (relaxation/stretching) program. In both groups, pre- (week 0) and posttreatment (week 12 and week 24) evaluation was performed by one of the authors, who was blind to the group allocation.Main Outcome Measures: Primary outcome measures were pain (visual analog scale) and Fibromyalgia Impact Questionnaire (FIQ). Exploratory outcome measures were number of tender points, algometric score, chair test, and Nottingham Health Profile.Results: Twenty-five Pilates exercise and 24 relaxation/stretching exercise participants completed the study. In group 1, significant improvement was observed in both pain and FIQ at week 12 but only in FIQ at 24 weeks. In group 2, no significant improvement was obtained in pain and FIQ at week 12 and week 24. Comparison of the 2 groups showed significantly superior improvement in pain and FIQ in group 1 at week 12 but no difference between the 2 groups at week 24.Conclusions: We suggest Pilates as an effective and safe method for people with FMS. Our study is the first clinical study designed to investigate the role of the Pilates method in FMS treatment. We believe that further research with more participants and longer follow-up periods could help assess the therapeutic value of this popular physical exercise method.",0
Development of a design verification methodology including strength and fatigue life prediction for agricultural tractors,"During the operations of an agricultural tractor, front axle and front axle support encounter the worst load conditions of the whole tractor. If the design of these components is not verified by systematic engineering approach, the operators of the tractor may face with sudden failures. This paper aims to develop a verification method, which involves testing an agricultural tractor on a special test track and agricultural field and together with the computer aided engineering analysis, in order to prevent such failures in the lifetime of the agricultural tractor. For this purpose, a strain gage data acquisition system has been designed to measure the strain values on the component in order to determine maximum principle stresses for the calculation of overload safety on the agricultural field and stress data for the prediction of fatigue life on a radial washboard test track. The cycle number of these stress data for the fatigue analysis has been established by rainflow cycle counting method. Total fatigue damage for the front axle support has been calculated considering damage accumulation hypothesis defined by Miner.",0
A brain-computer interface based semi-autonomous robotic system,"Brain-computer interface (BCI) takes commands directly from the users brain via electroencephalogram (EEG), which offers a solution for controlling the robotic system when users hands are disabled or occupied. This paper describes a semi-autonomous robotic system that is able to execute grasping tasks based on BCI, thus offering an alternative control approach for robotic system. As BCI has limited information transfer rate and can easily cause fatigue in using, we utilize a stereo camera for object localization and convolutional neural network (you only look once version3, YOLOv3) for object identification to reduce the information needed from the brain in task execution, thus alleviating the workload for the user as well as increasing the efficiency of the system.",0
Clinical reminder alert fatigue in healthcare: a systematic literature review protocol using qualitative evidence,"Background: Integrated reminders within clinical systems have become more prevalent due to the use of electronic health records and evidence demonstrating an increase in compliance within practice. Clinical reminders are assessed for effectiveness on an individual basis, rather than in combination with existing prompts for other conditions. The growing number of prompts may be counter-productive as healthcare professionals are increasingly suffering from reminder fatigue meaning many reminders are ignored. This work will review the qualitative evidence to identify barriers and enablers of existing prompts found within computerised decision support systems. Our focus will be on primary care where clinicians have to negotiate a plethora of reminders as they deal with increasingly complex patients and sophisticated treatment regimes. The review will provide a greater understanding of existing systems and the way clinicians interact with them to inform the development of more effective and targeted clinical reminders.Methods: A comprehensive search using piloted terms will be used to identify relevant literature from 1960 (or commencement of database) to 2017. MEDLINE, MEDLINE In Process, EMBASE, HMIC, PsycINFO, CDSR DARE, HTA, CINAHL and CPCI, will be searched, as well as grey literature and references and citations of included papers. Manuscripts will be assessed for eligibility, bias and quality using the CASP tool with narrative data being included and questionnaire based studies excluded. Inductive thematic analysis will be performed in order to produce a conceptual framework defining the key barriers around integrated clinical reminders.Discussion: Indications of alert and reminder fatigue are found throughout the current literature. However, this has not been fully investigated using a robust qualitative approach, particularly in a rapidly growing body of evidence. This review will aid people forming new clinical systems so that alerts can be incorporated appropriately.",0
